Id,Predicted
484,2125.818604
485,2236.844971
486,2882.765137
487,2498.884766
488,3264.377686
489,4252.171875
490,2575.262207
491,2028.522339
492,2738.206299
493,2097.880859
494,2157.473145
495,2255.445557
496,1852.633301
497,4264.301758
498,2276.461426
499,2315.303467
500,2641.770264
501,2483.19458
502,2102.615967
503,2173.943604
504,2240.739746
505,2581.995361
506,3506.594971
507,2786.618652
508,2262.678467
509,3059.958252
510,1921.883911
511,2734.799316
512,2139.377197
513,2297.403809
514,3227.383789
515,1707.735596
516,2248.004639
517,4011.936768
518,2929.591064
519,2874.505615
520,2900.494385
521,2426.514404
522,2340.449951
523,2622.768066
524,1673.742676
525,3004.583008
526,2105.24292
527,1848.195923
528,2457.226074
529,3269.89624
530,3443.038574
531,3104.549561
532,1405.564331
533,2022.928101
534,1977.574219
535,2726.287109
536,2025.657715
537,2581.227539
538,2689.763184
539,2108.775635
540,2331.987793
541,3111.012939
542,3856.556152
543,2500.102783
544,2117.977539
545,2143.635498
546,2878.328125
547,2221.117432
548,3260.264893
549,2757.182373
550,3212.778076
551,1334.563354
552,2584.303223
553,2602.040527
554,2428.047852
555,2243.340332
556,1891.930908
557,2584.185059
558,2478.469727
559,2440.575928
560,2569.541748
561,4211.602539
562,2233.907227
563,2231.120605
564,2423.394287
565,2203.733887
566,3777.135498
567,2248.662842
568,3455.673096
569,1880.839355
570,2622.874512
571,4591.693359
572,2041.169067
573,2943.116455
574,2380.243896
575,2677.428467
576,2047.038574
577,3154.008789
578,2679.358154
579,2411.026855
580,1888.751221
581,2289.106445
582,3994.569824
583,2149.037109
584,2212.095947
585,1986.865723
586,2400.948242
587,2644.224854
588,2152.681641
589,2505.230957
590,2927.334961
591,2710.920166
592,1856.029663
593,2281.275879
594,2081.923584
595,2523.769043
596,1732.794189
597,1908.067871
598,3146.474365
599,2187.139648
600,2315.359375
601,2928.793701
602,2485.9646
603,2276.758789
604,2581.124268
605,2050.308838
606,3093.081787
607,3782.512451
608,2327.16333
609,3007.708984
610,2999.194336
611,3091.106201
612,3497.252686
613,2145.949951
614,2216.876709
615,1887.429688
616,2088.042236
617,2152.461426
618,3128.573975
619,2390.458008
620,1898.75061
621,2052.247314
622,2734.330566
623,2103.307373
624,1953.678223
625,2622.202637
626,3567.518066
627,2365.40625
628,1942.643555
629,2286.836182
630,2283.937988
631,2424.343018
632,2163.257568
633,1830.664307
634,2098.326172
635,2523.832031
636,2780.503662
637,1844.42688
638,2262.043213
639,1840.451538
640,1960.806885
641,2358.25708
642,2078.754639
643,3443.993652
644,1905.370239
645,2996.756104
646,1969.85022
647,1953.093994
648,3175.13208
649,2251.093018
650,3056.985596
651,2829.930908
652,2855.51123
653,2563.937012
654,3228.80957
655,2224.638916
656,1998.266846
657,3463.179932
658,2196.49585
659,3023.254883
660,2818.769531
661,3622.479004
662,3465.753662
663,1898.626221
664,3191.476807
665,2125.889893
666,2431.560059
667,3010.538086
668,2883.607422
669,2638.865234
670,2191.59668
671,1915.700439
672,2110.095215
673,2348.30249
674,2225.404297
675,2368.056885
676,2522.761719
677,3081.949707
678,2342.187988
679,1886.429077
680,2416.737061
681,2320.821533
682,2156.829346
683,2317.793701
684,2671.376465
685,2407.235596
686,2372.190186
687,2446.711182
688,1668.801392
689,2727.363281
690,1873.359985
691,3464.801758
692,1917.887329
693,3289.240234
694,2606.02002
695,2921.67627
696,2991.869629
697,2269.086182
698,1938.386719
699,2639.959229
700,1834.541504
701,2250.509521
702,2748.088623
703,2548.74585
704,1860.578735
705,2253.234863
706,2732.514404
707,2505.376465
708,1761.098755
709,2326.103027
710,2262.625488
711,2927.758301
712,4221.640137
713,3057.157959
714,2396.564697
715,2606.67627
716,2429.240234
717,2252.30127
718,3264.80957
719,2017.300781
720,2009.467773
721,2238.609375
722,2151.789063
723,3074.523682
724,3081.691406
725,2292.80249
726,1930.304077
727,2196.741943
728,2311.95752
729,2216.284912
730,2891.231689
731,2516.917725
732,3079.268799
733,2953.664307
734,3337.60498
735,2423.739014
736,2227.463623
737,2629.728027
738,2703.765869
739,2282.964111
740,2138.460205
741,1689.606934
742,2629.799316
743,1781.968262
744,3535.208008
745,1936.554932
746,2437.020996
747,4562.241211
748,2132.966797
749,3231.163574
750,3111.641846
751,1890.834351
752,2872.081543
753,3740.303955
754,2851.663086
755,2268.821777
756,1996.553345
757,3438.008057
758,2246.537354
759,2430.338135
760,2247.224609
761,3700.848877
762,2525.360352
763,2141.490234
764,3417.462646
765,3809.848389
766,3241.439941
767,3443.381104
768,3175.915039
769,3868.864258
770,3557.675537
771,3131.693359
772,2483.730957
773,2171.761475
774,2285.054932
775,3438.807617
776,2123.715332
777,2759.619873
778,1920.096802
779,3938.262939
780,2446.618408
781,2555.639893
782,2587.107666
783,2478.276855
784,1799.67627
785,2358.074707
786,2218.335693
787,2939.559814
788,2395.514893
789,2886.463379
790,2126.324219
791,2554.504395
792,3264.331543
793,3424.116455
794,2283.353271
795,3323.608643
796,1901.867432
797,1322.871826
798,2945.253662
799,2372.394531
800,2165.153564
801,1999.247437
802,3503.116211
803,2475.258057
804,3689.689941
805,1957.671509
806,2130.967041
807,2677.145508
808,2011.092163
809,2705.35498
810,3564.697998
811,2327.907959
812,2694.601807
813,2184.373047
814,2294.578369
815,3326.842773
816,2798.910645
817,2704.131104
818,3158.963379
819,2141.2146
820,2300.871582
821,2362.779541
822,2045.05188
823,3524.986816
824,3662.45752
825,3028.934326
826,3212.54834
827,4012.793701
828,2235.129639
829,2766.591797
830,3292.509521
831,2934.124023
832,2293.180176
833,2299.202393
834,2329.327881
835,2187.30835
836,2703.078613
837,2612.896729
838,2188.183105
839,2227.506592
840,2180.237549
841,2954.784912
842,2527.353027
843,1906.62915
844,4108.57373
845,3677.835449
846,2126.650635
847,1706.591309
848,2232.181396
849,2169.818604
850,2342.869385
851,2793.243652
852,3125.147949
853,2541.378906
854,1742.400635
855,2098.71582
856,4148.506348
857,2672.231201
858,1820.263062
859,2310.688965
860,4017.844971
861,2291.413086
862,2482.704102
863,3621.728027
864,4455.109375
865,2501.916748
866,3094.324707
867,2195.55835
868,2247.056152
869,1670.540894
870,1956.42041
871,2740.177979
872,2258.522705
873,2010.735229
874,1910.275879
875,4001.585449
876,2507.550537
877,1901.801514
878,3843.592529
879,2785.92749
880,2736.368408
881,1650.733032
882,2374.68457
883,1782.46936
884,2463.830811
885,2445.780762
886,2809.641846
887,2452.34668
888,2176.107666
889,3608.451172
890,2488.709961
891,2414.702148
892,2424.505371
893,2487.574951
894,2221.595703
895,2442.925781
896,2252.606934
897,2912.060791
898,2264.154053
899,3366.374023
900,2274.992676
901,2843.118896
902,3371.630127
903,2280.267334
904,1813.162598
905,2223.711426
906,2238.548584
907,3301.032471
908,3883.511719
909,2404.954834
910,2799.944336
911,1729.604614
912,3184.295654
913,2106.708984
914,3745.925293
915,2934.866699
916,3647.063721
917,2133.464844
918,2043.628906
919,3119.941895
920,2461.396484
921,1860.271362
922,3699.411865
923,2110.503418
924,2435.689453
925,2122.63501
926,2022.414917
927,3867.459961
928,3202.723877
929,3479.006104
930,1999.039185
931,3525.545898
932,1495.072266
933,2172.229736
934,4782.312012
935,2029.031494
936,2436.941895
937,2165.344238
938,2023.862793
939,1836.407715
940,2625.049561
941,2091.706787
942,2079.910645
943,2624.741455
944,2871.151611
945,2515.764893
946,3849.608643
947,2260.43335
948,2424.98877
949,3409.138916
950,2378.033447
951,1745.641357
952,2602.98291
953,2540.246826
954,2072.669678
955,2454.910156
956,2429.772705
957,2042.947144
958,2435.490723
959,2104.678467
960,2258.094971
961,2379.636475
962,2470.873291
963,4175.397461
964,2859.633057
965,3842.13623
966,1790.368408
967,3009.946777
968,2067.725586
969,2562.042236
970,2834.217529
971,3088.901855
972,2934.333008
973,1959.844482
974,2727.222656
975,2664.389648
976,2431.618408
977,3730.268555
978,2258.386475
979,2387.756104
980,1918.738403
981,2179.14502
982,2588.208008
983,2211.826416
984,2598.781738
985,3665.16626
986,3563.128662
987,2838.730957
988,2941.790283
989,2495.228027
990,2178.159424
991,3205.649902
992,2753.393311
993,3765.695313
994,2750.371094
995,3015.793945
996,2110.493652
997,2261.61499
998,2044.421875
999,1972.11731
1000,2450.772705
1001,3301.411133
1002,1728.73938
1003,3782.492188
1004,2721.160645
1005,1973.206787
1006,2514.325195
1007,2157.157227
1008,2305.246582
1009,2060.033691
1010,3621.465332
1011,3118.983643
1012,2224.418457
1013,1753.729614
1014,4663.177246
1015,3062.33252
1016,2289.369385
1017,2098.018311
1018,2210.864746
1019,1715.494385
1020,2609.858643
1021,2380.202393
1022,2486.904297
1023,3084.630859
1024,1867.049683
1025,2106.28125
1026,4151.07666
1027,1960.641357
1028,2138.201904
1029,3408.994873
1030,3134.901855
1031,2140.748291
1032,2556.304932
1033,2347.342529
1034,2152.543457
1035,1812.94397
1036,4168.658203
1037,1929.396851
1038,2492.372803
1039,3347.035645
1040,2460.369873
1041,2005.867554
1042,1649.027466
1043,2166.075928
1044,1825.425537
1045,3579.313477
1046,2745.227539
1047,2286.160645
1048,5044.405762
1049,2962.978271
1050,3034.831543
1051,3691.083008
1052,1968.974976
1053,2403.975342
1054,2723.303711
1055,2185.488281
1056,4124.228516
1057,2250.53833
1058,1939.200317
1059,2124.766602
1060,3521.876221
1061,2308.27417
1062,3108.762695
1063,2068.205322
1064,2408.107666
1065,2089.217529
1066,2146.163818
1067,2327.155029
1068,2210.176758
1069,4212.131348
1070,2015.034912
1071,2765.038574
1072,1998.149292
1073,3413.23999
1074,2032.554688
1075,4163.090332
1076,2592.714844
1077,2397.662109
1078,2100.502441
1079,2083.291992
1080,2350.123291
1081,2133.635498
1082,3454.931152
1083,2507.342041
1084,2561.287842
1085,2678.654541
1086,2517.179932
1087,2862.865967
1088,2143.140625
1089,1889.065918
1090,3349.920654
1091,1888.713501
1092,2529.239746
1093,3463.967041
1094,2142.074219
1095,2399.217773
1096,2320.465332
1097,2047.887329
1098,1784.749634
1099,2359.320068
1100,1991.960327
1101,2228.579102
1102,2299.814941
1103,3804.980957
1104,2820.147949
1105,3878.841553
1106,3091.825195
1107,2113.519775
1108,2123.535156
1109,2294.505371
1110,3165.087646
1111,2516.960938
1112,3098.225586
1113,3097.228027
1114,2567.719238
1115,2635.405273
1116,2424.855469
1117,2706.894043
1118,1945.305298
1119,3307.678711
1120,2827.400879
1121,1967.376953
1122,1966.565918
1123,2402.703369
1124,4273.227539
1125,2834.223633
1126,3050.296387
1127,3208.323975
1128,2915.546143
1129,2355.251221
1130,3967.661377
1131,1946.769043
1132,2240.366455
1133,3059.667969
1134,2279.618408
1135,2664.980225
1136,1842.720093
1137,2819.705566
1138,2532.839355
1139,2233.970459
1140,2542.14502
1141,2241.906738
1142,3854.597412
1143,2058.2854
1144,2397.273926
1145,2026.485596
1146,2177.189941
1147,3014.972656
1148,2178.004883
1149,2224.580566
1150,3114.119873
1151,1999.101929
1152,1876.546997
1153,3034.149902
1154,1879.155151
1155,2582.835205
1156,2913.485352
1157,2270.530518
1158,2178.928223
1159,2251.274902
1160,3528.838623
1161,1763.289917
1162,2647.762451
1163,1953.872803
1164,2178.018066
1165,2342.820068
1166,2881.161865
1167,2390.87207
1168,2519.290771
1169,4161.283691
1170,2056.35376
1171,3115.790771
1172,2693.956299
1173,2546.522705
1174,2540.520264
1175,2033.432251
1176,3276.847412
1177,2658.976807
1178,2855.21875
1179,1913.223755
1180,2288.179688
1181,3075.255127
1182,3092.085449
1183,2156.504883
1184,2695.794678
1185,2189.418701
1186,2378.714111
1187,2064.251709
1188,2706.466309
1189,2702.239014
1190,2673.676758
1191,2326.80127
1192,2856.460938
1193,2502.792236
1194,2309.619385
1195,2829.72876
1196,4157.029785
1197,2577.08252
1198,2997.565674
1199,3244.696777
1200,2422.706543
1201,3296.281738
1202,2390.491211
1203,3156.012207
1204,1928.398438
1205,3857.035645
1206,2805.729736
1207,1783.802124
1208,2672.671143
1209,2311.98584
1210,3462.324707
1211,3057.133301
1212,3139.084229
1213,2401.111816
1214,2298.688721
1215,1992.142334
1216,2299.51001
1217,2337.295654
1218,2200.408447
1219,3536.258789
1220,2414.320801
1221,2361.701904
1222,2716.17334
1223,2212.726563
1224,3257.856201
1225,2478.508301
1226,2325.224609
1227,1764.413574
1228,2844.311279
1229,2686.839844
1230,2349.296875
1231,3317.926514
1232,1949.850464
1233,3738.780029
1234,2450.422852
1235,2092.461182
1236,2492.859375
1237,2575.523682
1238,2215.482666
1239,2237.230469
1240,1960.348389
1241,1699.175171
1242,2332.253662
1243,1785.945313
1244,1994.689331
1245,1995.837646
1246,4204.756836
1247,2892.309326
1248,2239.70874
1249,2254.689209
1250,2826.42749
1251,3622.440918
1252,2140.459961
1253,3557.814209
1254,2557.569336
1255,2205.576416
1256,3269.211426
1257,2297.576416
1258,2004.583374
1259,2773.903076
1260,2491.960938
1261,2657.262207
1262,2923.845459
1263,2473.212646
1264,3624.733398
1265,1990.955322
1266,3030.871826
1267,3498.194824
1268,4953.317383
1269,2536.970459
1270,2458.402832
1271,2045.012573
1272,2439.365234
1273,2040.018677
1274,2040.468994
1275,2088.016602
1276,1811.802246
1277,2456.765625
1278,2587.614258
1279,1875.755859
1280,3731.66626
1281,3371.800781
1282,2448.64209
1283,2201.44458
1284,2147.640381
1285,3509.509521
1286,2268.970947
1287,2238.690918
1288,2296.79834
1289,2182.885986
1290,2248.07959
1291,2581.855225
1292,1921.325317
1293,3763.017334
1294,2870.921875
1295,3272.930908
1296,3102.5271
1297,1944.463257
1298,3512.76123
1299,1938.405273
1300,1991.802734
1301,2408.863037
1302,2780.121826
1303,2854.620605
1304,3337.831787
1305,3925.189941
1306,2070.614014
1307,4120.850098
1308,2578.928223
1309,2917.908447
1310,2963.246826
1311,2103.020264
1312,2259.95874
1313,3003.263916
1314,2335.113281
1315,3815.633057
1316,2705.820801
1317,1877.652344
1318,2190.743896
1319,2527.844971
1320,1900.008423
1321,2702.469727
1322,2249.34668
1323,1957.985596
1324,3026.901611
1325,3434.857178
1326,1814.863403
1327,3355.762207
1328,2016.364014
1329,2695.135254
1330,3543.069336
1331,1820.39856
1332,2355.072021
1333,3138.065918
1334,1607.380493
1335,2458.024902
1336,3112.584961
1337,4342.574707
1338,2247.641357
1339,2222.320068
1340,2451.719238
1341,2010.83374
1342,2380.108643
1343,2748.450684
1344,2935.590576
1345,3048.772705
1346,2537.474365
1347,2045.220093
1348,2062.099121
1349,3655.209717
1350,2337.730957
1351,2251.911621
1352,2509.630615
1353,2413.656494
1354,3711.035645
1355,3084.798096
1356,2053.090576
1357,3700.034912
1358,1907.824219
1359,1947.230835
1360,2141.437744
1361,2250.217529
1362,4092.425293
1363,3846.335449
1364,1913.192505
1365,2258.579102
1366,2271.039307
1367,2791.97998
1368,2025.585571
1369,3606.359375
1370,2020.284912
1371,3049.408936
1372,2227.356445
1373,3233.762451
1374,3174.04248
1375,3438.233643
1376,2533.92334
1377,3649.259033
1378,3712.766846
1379,2074.947021
1380,2394.261719
1381,2440.565186
1382,2740.480469
1383,2106.480225
1384,3508.452148
1385,3339.963135
1386,3046.634521
1387,2938.817383
1388,3146.382324
1389,1912.295898
1390,4465.237305
1391,3493.532715
1392,2126.437744
1393,2575.81958
1394,4009.415527
1395,1938.379761
1396,2203.123779
1397,2174.738281
1398,2070.725342
1399,3022.872803
1400,3602.376465
1401,2428.516602
1402,2859.582031
1403,2461.272949
1404,2167.458252
1405,2403.170166
1406,1895.363403
1407,2546.678711
1408,4383.586914
1409,2039.572144
1410,1936.898071
1411,3024.890137
1412,2200.095459
1413,3451.293945
1414,2573.342529
1415,2041.748413
1416,3273.095947
1417,2805.579834
1418,2342.169189
1419,2731.72876
1420,2145.199219
1421,3582.004395
1422,2273.712646
1423,2393.203613
1424,1862.636108
1425,2367.753174
1426,2294.890869
1427,2417.724121
1428,3154.169678
1429,1980.775635
1430,3375.684814
1431,2194.042725
1432,2399.215332
1433,2040.193359
1434,1928.698975
1435,2093.45874
1436,3233.836914
1437,2744.518799
1438,2177.040039
1439,2875.510986
1440,2621.788086
1441,3782.932129
1442,2425.547363
1443,2143.376465
1444,2011.416016
1445,3705.810303
1446,2387.178223
1447,2261.52832
1448,1867.362793
1449,2545.862793
1450,3275.462402
1451,2118.30835
1452,3143.133789
1453,4221.334473
1454,2031.758545
1455,2137.226318
1456,3799.503418
1457,2549.503662
1458,1786.522461
1459,3103.377441
1460,2617.814697
1461,2571.28833
1462,2454.100342
1463,2450.340576
1464,2345.515625
1465,2688.213623
1466,3144.8396
1467,1825.911255
1468,3696.214355
1469,2309.814453
1470,2009.496948
1471,3279.057617
1472,2101.375
1473,2266.230469
1474,2200.847168
1475,3738.951172
1476,2066.565918
1477,3852.146729
1478,2410.69751
1479,2072.915039
1480,2612.731934
1481,2895.541748
1482,3044.061279
1483,2731.618164
1484,2398.462158
1485,3875.130859
1486,3422.783691
1487,2776.472168
1488,2018.414795
1489,1868.055908
1490,3812.728027
1491,3048.146729
1492,1979.956177
1493,2172.001709
1494,2174.189941
1495,3443.487305
1496,2298.421875
1497,2878.828613
1498,2634.05249
1499,2096.634521
1500,2241.914551
1501,2508.383301
1502,2384.934326
1503,2285.484375
1504,2724.626465
1505,3399.418945
1506,2362.172119
1507,2399.004395
1508,2908.809814
1509,3463.022461
1510,2468.423584
1511,2829.976563
1512,2342.772217
1513,2266.785156
1514,2783.23999
1515,2448.650146
1516,2168.460938
1517,2210.444092
1518,2618.889404
1519,2433.999023
1520,2043.247192
1521,2204.34668
1522,2532.287109
1523,3065.041504
1524,2480.974609
1525,2854.768799
1526,3280.347168
1527,2949.536865
1528,2514.759521
1529,2295.386963
1530,3152.089844
1531,3591.061768
1532,2294.904053
1533,1893.086792
1534,2282.493652
1535,2611.262695
1536,2893.986816
1537,2957.758301
1538,2331.337646
1539,2118.628174
1540,2796.038086
1541,3061.225342
1542,2182.492188
1543,3097.372314
1544,3146.222412
1545,2631.399902
1546,2145.906738
1547,2024.780396
1548,2550.974121
1549,2221.44043
1550,3393.233398
1551,2917.050537
1552,2132.76709
1553,1748.583496
1554,2570.215332
1555,2345.453125
1556,2218.82373
1557,2892.265625
1558,1964.836792
1559,1789.937256
1560,2707.288086
1561,1971.790405
1562,2019.419067
1563,2767.259521
1564,1802.060303
1565,2576.431396
1566,1941.320557
1567,2197.11792
1568,1823.872559
1569,1710.880249
1570,3187.661377
1571,2129.158691
1572,2337.163574
1573,2814.315918
1574,2416.803711
1575,1781.128296
1576,3742.212402
1577,2180.417969
1578,2066.425537
1579,2522.169678
1580,2721.582764
1581,2315.085205
1582,1880.532715
1583,1660.877808
1584,2481.539795
1585,2883.192383
1586,1816.381104
1587,2330.99585
1588,2246.814209
1589,1946.173096
1590,3087.170166
1591,2670.640625
1592,3130.729736
1593,4157.972168
1594,2794.02002
1595,1859.30188
1596,1720.310303
1597,2332.878662
1598,2431.310303
1599,2318.487061
1600,2357.098145
1601,2236.056152
1602,3144.396729
1603,1970.21936
1604,1974.035889
1605,2311.604004
1606,2326.34375
1607,2310.256104
1608,2073.460693
1609,2124.082031
1610,2642.440186
1611,1932.999512
1612,3089.917969
1613,1856.533447
1614,2603.303955
1615,2791.873779
1616,2147.713623
1617,4249.810059
1618,2829.283447
1619,2485.743652
1620,2552.479004
1621,3495.589844
1622,2402.672363
1623,2260.461426
1624,2500.131104
1625,3364.329834
1626,2770.876221
1627,2962.581299
1628,1966.909058
1629,2846.36499
1630,2310.463623
1631,2018.431641
1632,2182.143799
1633,2804.334229
1634,2700.28125
1635,4338.710938
1636,3355.877686
1637,2731.186279
1638,3350.950195
1639,1939.378418
1640,2135.617676
1641,3743.887207
1642,1844.47998
1643,1962.286865
1644,1722.146484
1645,2194.774902
1646,3897.570557
1647,2141.758301
1648,3484.079346
1649,2077.401123
1650,3047.120605
1651,3219.415527
1652,2331.65332
1653,2806.546387
1654,2110.905518
1655,2388.382813
1656,2775.3125
1657,2632.509033
1658,2927.257324
1659,2436.194336
1660,2184.858398
1661,3603.81543
1662,2246.414307
1663,2671.811523
1664,1886.614624
